date,open,high,low,close,volume
2023-10-04,2.0354,2.0515,2.0305,2.0495,1926710
2023-10-05,2.0555,2.1098,2.0488,2.1091,1250866
2023-10-06,2.1117,2.1402,2.1062,2.1283,1049075
2023-10-09,2.1219,2.1587,2.1198,2.1554,2098700
2023-10-10,2.1593,2.2617,2.1547,2.2601,1766296
2023-10-11,2.2722,2.2743,2.2568,2.2613,1699777
2023-10-12,2.267,2.287,2.2619,2.2813,1169953
2023-10-13,2.2867,2.3059,2.2713,2.3017,1498321
2023-10-16,2.2942,2.3208,2.2878,2.3172,1754730
2023-10-17,2.3167,2.3308,2.3032,2.3065,1767114
2023-10-18,2.31,2.3304,2.3099,2.3299,1301903
2023-10-19,2.3328,2.3619,2.3279,2.3573,853997
2023-10-20,2.3539,2.4009,2.3474,2.3926,1382396
2023-10-23,2.3971,2.4418,2.384,2.4352,1863583
2023-10-24,2.4325,2.4434,2.4152,2.442,1622595
2023-10-25,2.4321,2.4469,2.3839,2.3945,1311220
2023-10-26,2.3907,2.4624,2.38,2.4457,1870743
2023-10-27,2.4417,2.4432,2.4311,2.436,1835219
2023-10-30,2.4333,2.4994,2.4293,2.4862,1578084
2023-10-31,2.4791,2.4825,2.4428,2.4432,1509839
2023-11-01,2.4415,2.4506,2.4052,2.4138,1810574
2023-11-02,2.407,2.4214,2.3343,2.3404,1474968
2023-11-03,2.3339,2.3433,2.2813,2.2832,1520803
2023-11-06,2.2844,2.2894,2.2572,2.2596,2002035
2023-11-07,2.2508,2.3037,2.2435,2.2961,1155521
2023-11-08,2.3067,2.3455,2.2982,2.335,1805298
2023-11-09,2.3389,2.3516,2.3352,2.3484,1102058
2023-11-10,2.3566,2.3958,2.3562,2.3937,1040667
2023-11-13,2.3978,2.4169,2.387,2.4163,1399776
2023-11-14,2.4089,2.4295,2.4072,2.4293,1567592
2023-11-15,2.4283,2.4363,2.4106,2.4148,1018026
2023-11-16,2.4249,2.5014,2.4182,2.4885,1349107
2023-11-17,2.4907,2.5029,2.4829,2.5005,1292837
2023-11-20,2.4943,2.495,2.453,2.46,1704615
2023-11-21,2.4557,2.5129,2.4508,2.5105,1641600
2023-11-22,2.5161,2.5238,2.5037,2.519,1760746
2023-11-23,2.5132,2.547,2.5063,2.5467,1437205
2023-11-24,2.5647,2.6142,2.5506,2.606,1591145
2023-11-27,2.6042,2.6477,2.5902,2.6324,1707875
2023-11-28,2.646,2.667,2.6139,2.6219,1335132
2023-11-29,2.6189,2.6531,2.6186,2.6526,924098
2023-11-30,2.6471,2.6524,2.6313,2.6466,1123047
2023-12-01,2.6444,2.6796,2.636,2.6766,1602015
2023-12-04,2.6844,2.711,2.6778,2.7074,1174454
2023-12-05,2.7313,2.7449,2.6829,2.6975,1103262
2023-12-06,2.702,2.7275,2.6992,2.7215,1462363
2023-12-07,2.7222,2.7599,2.7197,2.7356,1244578
2023-12-08,2.7601,2.7714,2.7566,2.7673,1776540
2023-12-11,2.7708,2.7976,2.748,2.7909,1160733
2023-12-12,2.7831,2.8091,2.7729,2.8029,1374789
2023-12-13,2.8111,2.8214,2.7847,2.7987,1516480
2023-12-14,2.7881,2.7905,2.755,2.7584,2228014
2023-12-15,2.747,2.7711,2.7358,2.7649,2126532
2023-12-18,2.7493,2.7698,2.6797,2.6839,1239512
2023-12-19,2.6626,2.684,2.6591,2.684,1777281
2023-12-20,2.6847,2.6946,2.6411,2.6438,1231396
2023-12-21,2.6359,2.6428,2.6108,2.6198,1429613
2023-12-22,2.6084,2.613,2.6079,2.6099,2286237
2023-12-25,2.6214,2.6318,2.5748,2.5777,2027586
2023-12-26,2.5807,2.5956,2.568,2.5951,1828940
2023-12-27,2.5848,2.5869,2.5524,2.5605,1480942
2023-12-28,2.557,2.6049,2.5564,2.6045,1754529
2023-12-29,2.5998,2.602,2.5001,2.5121,1352429
2024-01-01,2.5168,2.5232,2.4343,2.446,1312696
2024-01-02,2.4415,2.4631,2.426,2.4348,1882462
